2000-06-15;1,00000;0,95240;100,92000;-1,00000;0,57468;36,12200;7,46070;15,64660;0,63160;259,69000;3,80860;0,56950;0,41090;4,20130;20022,00000;-1,00000;8,23600;206,96640;42,11100;1,56480;72,72000;8,22400;-1,00000;-1,00000;584895,00000;-1,00000;1,58550;-1,00000;1,40110;-1,00000;7,42270;-1,00000;-1,00000;-1,00000;1061,64000;-1,00000;-1,00000;2,03100;-1,00000;1,64060;-1,00000;6,61920
2000-06-16;1,00000;0,95650;101,65000;-1,00000;0,57494;36,04500;7,45940;15,64660;0,63290;259,74000;3,82600;0,57120;0,41140;4,23550;20137,00000;-1,00000;8,28000;206,94480;42,31300;1,56110;72,92000;8,24850;-1,00000;-1,00000;587316,00000;-1,00000;1,57240;-1,00000;1,40970;-1,00000;7,45670;-1,00000;-1,00000;-1,00000;1068,02000;-1,00000;-1,00000;2,00100;-1,00000;1,65180;-1,00000;6,55590
2000-06-19;1,00000;0,96400;101,86000;-1,00000;0,57515;36,01000;7,45770;15,64660;0,63730;259,83000;3,85700;0,57450;0,41290;4,24500;20328,00000;-1,00000;8,30650;207,07420;42,44400;1,56180;72,87000;8,26700;-1,00000;-1,00000;591097,00000;-1,00000;1,60220;-1,00000;1,41430;-1,00000;7,51470;-1,00000;-1,00000;-1,00000;1081,90000;-1,00000;-1,00000;2,03460;-1,00000;1,66900;-1,00000;6,60580
2000-06-20;1,00000;0,95380;100,62000;-1,00000;0,57484;36,00800;7,45640;15,64660;0,63260;259,89000;3,81760;0,56940;0,41090;4,19530;20133,00000;-1,00000;8,24900;207,04380;42,21500;1,55770;72,61000;8,22650;-1,00000;-1,00000;587547,00000;-1,00000;1,57860;-1,00000;1,39980;-1,00000;7,43600;-1,00000;-1,00000;-1,00000;1067,79000;-1,00000;-1,00000;2,00530;-1,00000;1,65400;-1,00000;6,55460
2000-06-21;1,00000;0,94700;99,76000;-1,00000;0,57458;35,96300;7,45660;15,64660;0,63070;259,85000;3,78970;0,56590;0,41010;4,18170;20012,00000;-1,00000;8,25400;207,06920;42,11600;1,55220;72,42000;8,22300;-1,00000;-1,00000;585505,00000;-1,00000;1,57830;-1,00000;1,39400;-1,00000;7,38080;-1,00000;-1,00000;-1,00000;1060,10000;-1,00000;-1,00000;1,99580;-1,00000;1,64250;-1,00000;6,54610
2000-06-22;1,00000;0,94050;99,10000;-1,00000;0,57422;35,90300;7,45740;15,64660;0,62440;259,99000;3,76490;0,56300;0,40840;4,16900;19922,00000;-1,00000;8,27050;207,04630;42,09800;1,54510;72,53000;8,21350;-1,00000;-1,00000;583766,00000;-1,00000;1,56850;-1,00000;1,38760;-1,00000;7,33250;-1,00000;-1,00000;-1,00000;1052,69000;-1,00000;-1,00000;1,98550;-1,00000;1,63300;-1,00000;6,52240
2000-06-23;1,00000;0,94130;98,12000;-1,00000;0,57409;35,96000;7,45740;15,64660;0,62500;259,90000;3,76640;0,56250;0,40870;4,17300;19963,00000;-1,00000;8,27650;207,08290;42,12500;1,55210;73,50000;8,20250;-1,00000;-1,00000;583990,00000;-1,00000;1,57880;-1,00000;1,38760;-1,00000;7,33340;-1,00000;-1,00000;-1,00000;1053,61000;-1,00000;-1,00000;2,00120;-1,00000;1,63090;-1,00000;6,49120
2000-06-26;1,00000;0,93270;98,38000;-1,00000;0,57386;35,84000;7,45650;15,64660;0,62150;259,85000;3,73320;0,56020;0,40720;4,15800;19797,00000;-1,00000;8,28400;207,11080;42,55500;1,54780;72,23000;8,17900;-1,00000;-1,00000;581905,00000;-1,00000;1,56870;-1,00000;1,38730;-1,00000;7,27010;-1,00000;-1,00000;-1,00000;1043,25000;-1,00000;-1,00000;1,98920;-1,00000;1,61780;-1,00000;6,40760
2000-06-27;1,00000;0,94010;99,16000;-1,00000;0,57422;35,75700;7,45750;15,64660;0,62810;259,91000;3,76070;0,56340;0,40890;4,14500;19977,00000;-1,00000;8,37150;207,22250;42,99100;1,54860;72,69000;8,21250;-1,00000;-1,00000;584681,00000;-1,00000;1,56500;-1,00000;1,39390;-1,00000;7,32830;-1,00000;-1,00000;-1,00000;1051,39000;-1,00000;-1,00000;1,99680;-1,00000;1,62970;-1,00000;6,41620
2000-06-28;1,00000;0,94150;99,56000;-1,00000;0,57425;35,70000;7,45800;15,64660;0,62530;260,11000;3,76380;0,56340;0,40880;4,14400;20028,00000;-1,00000;8,38600;207,12750;43,02600;1,54790;72,69000;8,17500;-1,00000;-1,00000;585468,00000;-1,00000;1,56660;-1,00000;1,39400;-1,00000;7,33810;-1,00000;-1,00000;-1,00000;1050,56000;-1,00000;-1,00000;2,00620;-1,00000;1,63270;-1,00000;6,40410
2000-06-29;1,00000;0,95040;99,56000;-1,00000;0,57465;35,82800;7,46040;15,64660;0,62570;260,08000;3,80220;0,56680;0,40970;4,17330;20267,00000;-1,00000;8,40400;207,35250;42,96000;1,55580;72,85000;8,17850;-1,00000;-1,00000;589218,00000;-1,00000;1,57290;-1,00000;1,40520;-1,00000;7,41130;-1,00000;-1,00000;-1,00000;1059,90000;-1,00000;-1,00000;2,02800;-1,00000;1,64960;-1,00000;6,48650
2000-06-30;1,00000;0,95560;100,57000;-1,00000;0,57488;35,62200;7,46100;15,64660;0,63230;260,15000;3,81850;0,56960;0,41140;4,18350;20416,00000;-1,00000;8,42100;207,34920;42,64100;1,55760;73,10000;8,18500;-1,00000;-1,00000;590718,00000;-1,00000;1,58940;-1,00000;1,41570;-1,00000;7,44560;-1,00000;-1,00000;-1,00000;1064,68000;-1,00000;-1,00000;2,03100;-1,00000;1,65130;-1,00000;6,49810
2000-07-03;1,00000;0,94930;100,58000;-1,00000;0,57461;35,65000;7,46120;15,64660;0,62810;260,22000;3,79770;0,56840;0,41000;4,11470;20277,00000;-1,00000;8,38850;207,39970;42,50500;1,55510;72,93000;8,16900;-1,00000;-1,00000;590213,00000;-1,00000;1,58400;-1,00000;1,40490;-1,00000;7,40330;-1,00000;-1,00000;-1,00000;1057,72000;-1,00000;-1,00000;2,02670;-1,00000;1,64440;-1,00000;6,44860
2000-07-04;1,00000;0,94870;100,78000;-1,00000;0,57451;35,70400;7,46300;15,64660;0,62710;259,85000;3,79670;0,56840;0,40970;4,08900;20293,00000;-1,00000;8,38350;207,68350;42,40400;1,55280;73,01000;8,18000;-1,00000;-1,00000;590264,00000;-1,00000;1,58710;-1,00000;1,40540;-1,00000;7,40040;-1,00000;-1,00000;-1,00000;1058,65000;-1,00000;-1,00000;2,04310;-1,00000;1,64570;-1,00000;6,44640
2000-07-05;1,00000;0,95370;101,73000;-1,00000;0,57481;35,73000;7,46250;15,64660;0,63130;260,07000;3,81730;0,57110;0,41050;4,09280;20418,00000;-1,00000;8,40800;208,73380;42,41800;1,55320;73,26000;8,18700;-1,00000;-1,00000;592413,00000;-1,00000;1,60540;-1,00000;1,41790;-1,00000;7,44170;-1,00000;-1,00000;-1,00000;1066,07000;-1,00000;-1,00000;2,05890;-1,00000;1,65850;-1,00000;6,45040
2000-07-06;1,00000;0,95420;102,44000;-1,00000;0,57491;35,68800;7,46430;15,64660;0,63100;260,17000;3,82390;0,57240;0,41050;4,11870;20473,00000;-1,00000;8,44000;207,46160;42,40500;1,54840;73,41000;8,18000;-1,00000;-1,00000;592641,00000;-1,00000;1,61650;-1,00000;1,41970;-1,00000;7,45530;-1,00000;-1,00000;-1,00000;1068,13000;-1,00000;-1,00000;2,06850;-1,00000;1,65830;-1,00000;6,49330
2000-07-07;1,00000;0,94830;101,86000;-1,00000;0,57458;35,64000;7,46300;15,64660;0,62780;260,13000;3,79470;0,56900;0,40960;4,09670;20360,00000;-1,00000;8,43100;207,61820;42,43400;1,54580;73,10000;8,17300;-1,00000;-1,00000;590793,00000;-1,00000;1,61300;-1,00000;1,40700;-1,00000;7,39830;-1,00000;-1,00000;-1,00000;1061,64000;-1,00000;-1,00000;2,06850;-1,00000;1,64700;-1,00000;6,48640
