2021-01-04;1,00000;1,22960;126,62000;1,95580;-1,00000;26,14100;7,43790;-1,00000;0,90160;361,32000;-1,00000;-1,00000;-1,00000;4,54750;-1,00000;4,87130;10,08950;-1,00000;-1,00000;1,08110;156,10000;10,44400;7,55650;90,34200;-1,00000;9,05790;1,59280;6,32410;1,56210;7,94840;9,53300;17062,67000;3,94300;89,78900;1332,03000;24,30310;4,92640;1,70650;59,05800;1,61980;36,72800;17,92140
2021-01-05;1,00000;1,22710;126,25000;1,95580;-1,00000;26,22700;7,43870;-1,00000;0,90333;360,27000;-1,00000;-1,00000;-1,00000;4,54730;-1,00000;4,87210;10,05700;-1,00000;-1,00000;1,08030;156,10000;10,47130;7,55880;91,67150;-1,00000;9,06940;1,59270;6,55170;1,56510;7,93150;9,51360;17075,10000;3,92770;89,86700;1335,85000;24,58600;4,92930;1,70360;59,02000;1,61800;36,77600;18,41940
2021-01-06;1,00000;1,23380;127,03000;1,95580;-1,00000;26,14500;7,43930;-1,00000;0,90635;357,86000;-1,00000;-1,00000;-1,00000;4,51600;-1,00000;4,87200;10,06530;-1,00000;-1,00000;1,08210;156,30000;10,38100;7,55950;90,81750;-1,00000;9,05540;1,58240;6,51190;1,56400;7,96530;9,56590;17168,20000;3,92890;90,20400;1339,30000;24,35430;4,94820;1,69160;59,29600;1,62460;36,92100;18,51230
2021-01-07;1,00000;1,22760;127,13000;1,95580;-1,00000;26,14700;7,43920;-1,00000;0,90190;357,79000;-1,00000;-1,00000;-1,00000;4,49980;-1,00000;4,87120;10,05750;-1,00000;-1,00000;1,08330;155,30000;10,34350;7,56600;91,20000;-1,00000;8,99870;1,58360;6,51720;1,56010;7,93920;9,51760;17259,99000;3,90270;90,04550;1342,29000;24,25520;4,95700;1,69070;59,04300;1,62530;36,85900;18,79190
2021-01-08;1,00000;1,22500;127,26000;1,95580;-1,00000;26,16300;7,43690;-1,00000;0,90128;359,62000;-1,00000;-1,00000;-1,00000;4,51130;-1,00000;4,87080;10,05100;-1,00000;-1,00000;1,08270;155,50000;10,28630;7,56900;90,80000;-1,00000;9,01460;1,57580;6,57480;1,55430;7,91840;9,49820;17247,33000;3,89810;89,79750;1337,90000;24,47180;4,93590;1,68830;58,94700;1,62280;36,84800;18,72120
2021-01-11;1,00000;1,21630;126,76000;1,95580;-1,00000;26,23900;7,43720;-1,00000;0,90235;360,70000;-1,00000;-1,00000;-1,00000;4,52940;-1,00000;4,87050;10,07600;-1,00000;-1,00000;1,08380;157,10000;10,36800;7,58000;90,80750;-1,00000;9,05500;1,57830;6,65620;1,55510;7,88060;9,43300;17267,14000;3,86760;89,34600;1335,76000;24,53010;4,92840;1,69180;58,48600;1,61800;36,65900;18,80790
2021-01-12;1,00000;1,21610;126,74000;1,95580;-1,00000;26,19000;7,43850;-1,00000;0,89440;359,66000;-1,00000;-1,00000;-1,00000;4,52480;-1,00000;4,87130;10,08780;-1,00000;-1,00000;1,08120;156,20000;10,37650;7,58050;90,05370;-1,00000;9,10500;1,57420;6,65920;1,55100;7,85760;9,43140;17201,73000;3,84410;89,09150;1336,38000;24,30100;4,93430;1,69400;58,43400;1,61460;36,64100;18,72690
2021-01-13;1,00000;1,21660;126,44000;1,95580;-1,00000;26,17300;7,43920;-1,00000;0,88983;360,25000;-1,00000;-1,00000;-1,00000;4,52530;-1,00000;4,87250;10,13830;-1,00000;-1,00000;1,08120;156,00000;10,33900;7,58050;89,78590;-1,00000;9,05310;1,57340;6,48690;1,54870;7,87160;9,43360;17188,25000;3,82120;89,00950;1335,20000;24,14140;4,92050;1,69540;58,47200;1,61390;36,54700;18,63290
2021-01-14;1,00000;1,21240;126,21000;1,95580;-1,00000;26,19000;7,43930;-1,00000;0,88943;359,57000;-1,00000;-1,00000;-1,00000;4,53790;-1,00000;4,87380;10,10590;-1,00000;-1,00000;1,08050;156,60000;10,31080;7,56900;89,09000;-1,00000;8,94920;1,56420;6,38880;1,53810;7,84090;9,40050;17026,94000;3,80950;88,66250;1330,37000;24,04180;4,89320;1,68530;58,23200;1,60900;36,39600;18,41470
2021-01-15;1,00000;1,21230;125,74000;1,95580;-1,00000;26,16300;7,43930;-1,00000;0,88998;359,99000;-1,00000;-1,00000;-1,00000;4,53750;-1,00000;4,87330;10,13050;-1,00000;-1,00000;1,07700;156,40000;10,31350;7,55350;89,03640;-1,00000;9,01790;1,56800;6,36970;1,54130;7,84990;9,40050;17032,57000;3,95460;88,63650;1333,60000;24,02310;4,89390;1,68960;58,22600;1,61050;36,41100;18,46270
