obsDate;name;openValue;closeValue;higherValue;lowerValue;volume;marketType;currency
29/06/2021;ADA;1,326;1,368;1,420;1,320;2589787986,590;0;1
29/06/2021;Apple;134,800;136,330;136,490;134,350;64556080,000;1;1
29/06/2021;BTC;34475,560;35867,778;36542,111;34252,485;37901460044,300;0;1
29/06/2021;ETH;2083,449;2160,768;2242,239;2076,240;24815124419,320;0;1
29/06/2021;Facebook;356,270;351,890;356,740;349,050;21417310,000;1;1
29/06/2021;Google;2453,407;2445,450;2460,415;2433,815;1155436,000;1;1
29/06/2021;Microsoft;268,865;271,400;271,650;267,980;19937810,000;1;1
29/06/2021;SOL;33,010;33,867;35,789;32,727;471854279,100;0;1
29/06/2021;Tesla;684,650;680,760;687,510;675,890;17381310,000;1;1
29/06/2021;XRP;0,644;0,702;0,728;0,642;3325816845,380;0;1
28/06/2021;ADA;1,337;1,325;1,349;1,305;2292440816,300;0;1
28/06/2021;Apple;133,410;134,780;135,245;133,350;62111300,000;1;1
28/06/2021;BTC;34679,122;34434,335;35219,892;33902,076;33892523752,030;0;1
28/06/2021;ETH;1981,386;2079,657;2139,805;1963,616;25514602840,620;0;1
28/06/2021;Facebook;342,460;355,640;358,140;341,770;29156130,000;1;1
28/06/2021;Google;2453,570;2450,720;2455,695;2428,110;1426271,000;1;1
28/06/2021;Microsoft;266,185;268,720;268,900;265,910;19590020,000;1;1
28/06/2021;SOL;31,881;32,928;34,243;31,035;473612134,610;0;1
28/06/2021;Tesla;671,640;688,720;694,700;670,320;21628160,000;1;1
28/06/2021;XRP;0,648;0,644;0,654;0,625;2323398761,180;0;1
27/06/2021;ADA;1,252;1,335;1,348;1,244;2371576550,820;0;1
27/06/2021;BTC;32287,523;34649,645;34656,127;32071,757;35511640893,970;0;1
27/06/2021;ETH;1830,997;1978,895;1979,958;1811,246;19885474742,150;0;1
27/06/2021;SOL;29,753;31,929;31,929;29,271;497353287,910;0;1
27/06/2021;XRP;0,617;0,647;0,652;0,598;2329301222,100;0;1
26/06/2021;ADA;1,254;1,250;1,291;1,199;3241467639,720;0;1
26/06/2021;BTC;31594,664;32186,278;32637,587;30184,502;38585385521,380;0;1
26/06/2021;ETH;1810,884;1829,239;1850,180;1719,559;20637542360,580;0;1
26/06/2021;SOL;28,608;29,713;30,007;26,711;560342710,320;0;1
26/06/2021;XRP;0,612;0,615;0,632;0,582;2458620797,690;0;1
25/06/2021;ADA;1,360;1,256;1,393;1,245;4343177012,960;0;1
25/06/2021;Apple;133,460;133,110;133,890;132,810;70783750,000;1;1
25/06/2021;BTC;34659,104;31637,780;35487,248;31350,884;40230904226,000;0;1
25/06/2021;ETH;1989,216;1813,217;2017,759;1794,400;22774334997,860;0;1
25/06/2021;Facebook;342,590;341,370;344,120;339,680;14594440,000;1;1
25/06/2021;Google;2440,000;2450,170;2452,660;2431,305;1729819,000;1;1
25/06/2021;Microsoft;266,230;265,020;267,250;264,760;25611110,000;1;1
25/06/2021;SOL;31,169;28,699;32,903;28,035;632052177,400;0;1
25/06/2021;Tesla;689,580;671,870;693,810;668,700;32496710,000;1;1
25/06/2021;XRP;0,673;0,613;0,688;0,603;3120943105,120;0;1
24/06/2021;ADA;1,251;1,356;1,399;1,207;3368353998,600;0;1
24/06/2021;Apple;134,450;133,410;134,640;132,930;68711000,000;1;1
24/06/2021;BTC;33682,800;34662,436;35228,853;32385,215;33123368116,180;0;1
24/06/2021;ETH;1968,957;1988,456;2032,339;1887,432;20272845769,470;0;1
24/06/2021;Facebook;341,850;343,180;344,900;341,790;12329100,000;1;1
24/06/2021;Google;2454,000;2450,000;2461,111;2446,000;1068257,000;1;1
24/06/2021;Microsoft;266,160;266,690;267,850;265,470;21446870,000;1;1
24/06/2021;SOL;30,846;31,181;32,991;28,548;641150364,160;0;1
24/06/2021;Tesla;674,990;679,820;697,620;667,610;45982390,000;1;1
24/06/2021;XRP;0,639;0,672;0,691;0,617;2781916001,690;0;1
23/06/2021;ADA;1,156;1,253;1,306;1,112;4931021068,020;0;1
23/06/2021;Apple;133,770;133,700;134,320;133,230;60214200,000;1;1
23/06/2021;BTC;32515,714;33723,029;34753,409;31772,632;46317108924,690;0;1
23/06/2021;ETH;1878,625;1989,736;2043,530;1827,571;28408659206,490;0;1
23/06/2021;Facebook;339,350;340,590;343,420;338,200;14817820,000;1;1
23/06/2021;Google;2441,870;2442,540;2461,910;2436,690;957708,000;1;1
23/06/2021;Microsoft;265,990;265,275;266,830;264,430;19518680,000;1;1
23/06/2021;SOL;26,913;30,049;32,773;25,696;1111302686,630;0;1
23/06/2021;Tesla;632,000;656,570;657,204;630,040;31099230,000;1;1
23/06/2021;XRP;0,547;0,627;0,661;0,524;4239151745,300;0;1
22/06/2021;ADA;1,175;1,153;1,263;1,003;5960971783,640;0;1
22/06/2021;Apple;132,130;133,980;134,080;131,620;74783620,000;1;1
22/06/2021;BTC;31622,377;32505,660;33292,455;28893,622;58964353058,300;0;1
22/06/2021;ETH;1886,668;1874,950;1993,160;1707,601;35547251725,260;0;1
22/06/2021;Facebook;332,685;339,030;339,920;332,600;15345300,000;1;1
22/06/2021;Google;2435,000;2446,610;2448,000;2421,280;1119510,000;1;1
22/06/2021;Microsoft;262,720;265,510;265,790;262,400;24694090,000;1;1
22/06/2021;SOL;26,593;26,772;28,713;20,380;1258580061,100;0;1
22/06/2021;Tesla;618,250;623,710;628,569;615,500;19158890,000;1;1
22/06/2021;XRP;0,607;0,545;0,649;0,513;4784173339,170;0;1
21/06/2021;ADA;1,427;1,177;1,436;1,171;3987752749,280;0;1
21/06/2021;Apple;130,300;132,300;132,410;129,210;79663320,000;1;1
21/06/2021;BTC;35641,146;31676,694;35721,640;31295,936;52809038593,790;0;1
21/06/2021;ETH;2245,318;1888,447;2259,464;1867,185;33745173824,910;0;1
21/06/2021;Facebook;331,090;332,290;332,920;327,650;11337520,000;1;1
21/06/2021;Google;2410,010;2436,250;2440,000;2397,970;1370683,000;1;1
21/06/2021;Microsoft;259,820;262,630;263,520;257,920;26696120,000;1;1
21/06/2021;SOL;35,261;26,657;35,498;25,949;760344541,010;0;1
21/06/2021;Tesla;624,480;620,830;631,390;608,880;24812740,000;1;1
21/06/2021;XRP;0,775;0,610;0,780;0,605;4048720475,040;0;1
20/06/2021;ADA;1,387;1,429;1,460;1,309;2319196951,550;0;1
20/06/2021;BTC;35563,139;35698,296;36059,484;33432,076;36664034054,410;0;1
20/06/2021;ETH;2171,338;2246,365;2275,383;2049,963;22535930423,060;0;1
20/06/2021;SOL;35,237;35,322;35,928;31,362;452587531,230;0;1
20/06/2021;XRP;0,760;0,776;0,784;0,699;3068578655,980;0;1
19/06/2021;ADA;1,418;1,391;1,443;1,386;1829155404,900;0;1
19/06/2021;BTC;35854,529;35615,869;36457,796;34933,062;31207279718,500;0;1
19/06/2021;ETH;2235,159;2178,499;2278,415;2168,885;18765854895,910;0;1
19/06/2021;SOL;36,819;35,353;37,355;34,982;264640750,320;0;1
19/06/2021;XRP;0,798;0,762;0,807;0,759;2208439278,430;0;1
18/06/2021;ADA;1,483;1,415;1,493;1,380;2128905021,090;0;1
18/06/2021;Apple;130,710;130,460;131,510;130,240;108953300,000;1;1
18/06/2021;BTC;38099,477;35787,245;38187,260;35255,855;36200887274,950;0;1
18/06/2021;ETH;2374,587;2231,733;2377,195;2147,308;22752818387,520;0;1
18/06/2021;Facebook;334,530;329,660;336,150;329,000;23039460,000;1;1
18/06/2021;Google;2427,340;2402,220;2432,060;2400,300;2305760,000;1;1
18/06/2021;Microsoft;259,630;259,430;262,300;258,750;37202220,000;1;1
18/06/2021;SOL;39,267;36,649;39,427;35,004;424163368,820;0;1
18/06/2021;Tesla;613,370;623,310;628,350;611,800;24560910,000;1;1
18/06/2021;XRP;0,842;0,798;0,845;0,775;2509639517,660;0;1
17/06/2021;ADA;1,485;1,482;1,538;1,459;1731973999,820;0;1
17/06/2021;Apple;129,800;131,790;132,550;129,650;96721670,000;1;1
17/06/2021;BTC;38341,424;38053,504;39513,670;37439,674;37096670046,760;0;1
17/06/2021;ETH;2367,307;2372,002;2457,175;2312,301;21871633186,200;0;1
17/06/2021;Facebook;330,490;336,510;337,980;330,150;17794080,000;1;1
17/06/2021;Google;2413,950;2434,870;2450,450;2410,000;1292444,000;1;1
17/06/2021;Microsoft;256,065;260,900;261,750;256,010;27565540,000;1;1
17/06/2021;SOL;39,689;39,265;41,237;38,286;417775599,910;0;1
17/06/2021;Tesla;601,888;616,600;621,470;601,340;22701350,000;1;1
17/06/2021;XRP;0,832;0,841;0,861;0,826;2684672890,270;0;1
16/06/2021;ADA;1,557;1,483;1,575;1,475;2139361752,190;0;1
16/06/2021;Apple;130,370;130,150;130,890;128,461;91815030,000;1;1
16/06/2021;BTC;40168,690;38347,063;40516,777;38176,034;39211635099,630;0;1
16/06/2021;ETH;2544,865;2367,663;2554,629;2354,351;24101926180,220;0;1
16/06/2021;Facebook;336,695;331,080;337,550;328,720;17232160,000;1;1
16/06/2021;Google;2431,440;2415,450;2437,720;2389,400;1323593,000;1;1
16/06/2021;Microsoft;259,400;257,380;260,580;254,420;27219960,000;1;1
16/06/2021;SOL;39,545;39,704;41,496;37,503;576016901,760;0;1
16/06/2021;Tesla;597,535;604,870;608,500;593,500;22144130,000;1;1
16/06/2021;XRP;0,867;0,832;0,873;0,828;2916163481,020;0;1
15/06/2021;ADA;1,574;1,598;1,611;1,545;2553205552,650;0;1
15/06/2021;Apple;129,940;129,640;130,600;129,390;62746330,000;1;1
15/06/2021;BTC;40427,170;40406,269;41295,269;39609,469;46420149185,330;0;1
15/06/2021;ETH;2587,763;2610,937;2639,229;2515,153;29005279218,650;0;1
15/06/2021;Facebook;336,990;336,750;339,920;335,030;15795230,000;1;1
15/06/2021;Google;2449,000;2428,390;2455,510;2421,120;1078107,000;1;1
15/06/2021;Microsoft;259,775;258,360;259,990;257,680;18038930,000;1;1
15/06/2021;SOL;40,536;41,154;41,759;39,436;605285143,400;0;1
15/06/2021;Tesla;616,690;599,360;616,790;598,230;17764150,000;1;1
15/06/2021;XRP;0,887;0,890;0,902;0,860;3585820721,450;0;1
14/06/2021;ADA;1,557;1,575;1,593;1,510;2543903347,150;0;1
14/06/2021;Apple;127,820;130,480;130,540;127,070;96906490,000;1;1
14/06/2021;BTC;39016,970;40218,478;40978,364;38757,284;43148914673,170;0;1
14/06/2021;ETH;2508,770;2537,891;2606,433;2469,388;26964576331,100;0;1
14/06/2021;Facebook;331,900;336,770;336,820;329,810;12250800,000;1;1
14/06/2021;Google;2432,260;2448,910;2448,920;2418,000;1104878,000;1;1
14/06/2021;Microsoft;257,900;259,890;259,950;256,800;19150510,000;1;1
14/06/2021;SOL;38,705;38,713;40,477;36,814;477871462,950;0;1
14/06/2021;Tesla;612,230;617,690;625,490;609,180;20423980,000;1;1
14/06/2021;XRP;0,883;0,893;0,926;0,864;3005221040,250;0;1
13/06/2021;ADA;1,480;1,558;1,579;1,403;2785908999,810;0;1
13/06/2021;BTC;35555,790;39097,861;39322,780;34864,110;40669112837,870;0;1
13/06/2021;ETH;2372,690;2508,392;2547,368;2312,640;27092945369,980;0;1
13/06/2021;SOL;36,515;38,770;39,360;34,783;452988674,400;0;1
13/06/2021;XRP;0,833;0,883;0,888;0,819;3059837086,140;0;1
12/06/2021;ADA;1,438;1,480;1,494;1,358;2801038421,270;0;1
12/06/2021;BTC;37340,143;35552,517;37408,926;34728,190;37924228550,010;0;1
12/06/2021;ETH;2354,752;2372,484;2447,228;2265,758;25724364409,830;0;1
12/06/2021;SOL;36,164;36,442;37,614;34,318;549070417,120;0;1
12/06/2021;XRP;0,848;0,833;0,848;0,808;2731548389,570;0;1
11/06/2021;ADA;1,533;1,436;1,546;1,421;2477031734,840;0;1
11/06/2021;Apple;126,530;127,350;127,440;126,100;53522370,000;1;1
11/06/2021;BTC;36697,031;37334,400;37608,694;36044,450;38699736985,320;0;1
11/06/2021;ETH;2472,859;2353,769;2495,415;2326,870;24832564195,390;0;1
11/06/2021;Facebook;332,580;331,260;332,830;328,930;13587920,000;1;1
11/06/2021;Google;2440,000;2430,200;2441,720;2418,960;1097907,000;1;1
11/06/2021;SOL;41,110;36,046;41,312;35,311;518666602,770;0;1
11/06/2021;Tesla;610,230;609,890;612,560;601,520;16205300,000;1;1
11/06/2021;XRP;0,869;0,848;0,879;0,836;2502880891,800;0;1
10/06/2021;ADA;1,628;1,532;1,636;1,509;2366588152,570;0;1
10/06/2021;Apple;127,020;126,110;128,190;125,940;71186420,000;1;1
10/06/2021;BTC;37389,516;36702,599;38334,325;35847,594;43576032853,660;0;1
10/06/2021;ETH;2611,143;2471,519;2619,958;2435,402;28753626390,060;0;1
10/06/2021;Facebook;330,785;332,460;333,940;328,545;13240230,000;1;1
10/06/2021;Google;2406,920;2435,130;2436,000;2403,780;1295375,000;1;1
10/06/2021;Microsoft;285,780;293,110;293,630;285,509;28002560,000;1;1
10/06/2021;SOL;42,024;41,099;43,005;39,597;595246689,490;0;1
10/06/2021;Tesla;603,880;610,120;616,590;600,500;23919610,000;1;1
10/06/2021;XRP;0,921;0,869;0,928;0,854;3157272779,960;0;1
09/06/2021;ADA;1,583;1,625;1,630;1,485;3551319864,510;0;1
09/06/2021;Apple;127,210;127,130;127,750;126,520;56877940,000;1;1
09/06/2021;BTC;33416,978;37345,121;37537,371;32475,866;53972919007,620;0;1
09/06/2021;ETH;2510,199;2608,267;2625,071;2412,198;36075832186,410;0;1
09/06/2021;Facebook;335,740;330,250;336,800;330,000;13727950,000;1;1
09/06/2021;Google;2411,430;2407,940;2412,880;2396,900;897052,000;1;1
09/06/2021;SOL;41,280;42,032;43,998;39,369;1218831040,770;0;1
09/06/2021;Tesla;602,170;598,780;611,790;597,630;16584570,000;1;1
09/06/2021;XRP;0,874;0,920;0,920;0,832;3990884688,270;0;1
08/06/2021;ADA;1,567;1,588;1,594;1,403;4318242182,650;0;1
08/06/2021;Apple;126,600;126,740;128,460;126,210;74403770,000;1;1
08/06/2021;BTC;33589,521;33472,632;34017,388;31114,442;49902050441,890;0;1
08/06/2021;ETH;2594,602;2517,439;2620,846;2315,547;41909736777,660;0;1
08/06/2021;Facebook;336,700;333,680;338,300;332,240;14580460,000;1;1
08/06/2021;Google;2412,010;2398,440;2419,520;2394,780;1211992,000;1;1
08/06/2021;Microsoft;288,505;289,460;289,500;287,624;16589340,000;1;1
08/06/2021;SOL;38,251;41,518;42,478;33,685;1786996802,010;0;1
08/06/2021;Tesla;623,010;603,590;623,090;595,500;26053410,000;1;1
08/06/2021;XRP;0,863;0,876;0,885;0,789;4491339500,530;0;1
07/06/2021;ADA;1,677;1,564;1,741;1,557;2644319966,780;0;1
07/06/2021;Apple;126,170;125,900;126,320;124,832;71057550,000;1;1
07/06/2021;BTC;35835,266;33560,708;36790,572;33480,641;33683936663,240;0;1
07/06/2021;ETH;2713,047;2590,263;2845,185;2583,995;30600111276,750;0;1
07/06/2021;Facebook;329,480;336,580;337,690;328,930;20136710,000;1;1
07/06/2021;Google;2389,436;2402,300;2404,510;2381,000;1205966,000;1;1
07/06/2021;Microsoft;278,030;277,660;279,370;274,300;31565560,000;1;1
07/06/2021;SOL;42,254;38,262;44,101;38,091;923157613,830;0;1
07/06/2021;Tesla;591,825;605,130;610,000;582,880;22543680,000;1;1
07/06/2021;XRP;0,947;0,861;0,974;0,849;3466113431,500;0;1
06/06/2021;ADA;1,656;1,678;1,707;1,648;1748045654,760;0;1
06/06/2021;BTC;35538,609;35862,378;36436,421;35304,580;28913440584,920;0;1
06/06/2021;ETH;2629,749;2715,093;2743,441;2616,162;25311639413,720;0;1
06/06/2021;SOL;39,749;42,308;43,377;38,964;794387364,260;0;1
06/06/2021;XRP;0,923;0,945;0,950;0,919;2308242806,660;0;1
05/06/2021;ADA;1,710;1,659;1,783;1,612;2969362190,770;0;1
05/06/2021;BTC;36880,156;35551,959;37917,714;34900,412;35959473399,070;0;1
05/06/2021;ETH;2691,620;2630,577;2817,485;2558,234;30496672724,270;0;1
05/06/2021;Microsoft;246,450;249,730;249,860;244,690;26491090,000;1;1
05/06/2021;SOL;37,417;39,585;42,823;37,099;1112426663,750;0;1
05/06/2021;XRP;0,970;0,923;0,998;0,898;3257149049,020;0;1
04/06/2021;ADA;1,847;1,711;1,848;1,610;4583062566,650;0;1
04/06/2021;Apple;124,070;125,890;126,160;123,850;75169340,000;1;1
04/06/2021;BTC;39242,486;36894,405;39242,486;35717,722;41831090186,610;0;1
04/06/2021;ETH;2857,166;2688,195;2857,166;2562,637;34173841610,910;0;1
04/06/2021;Facebook;325,900;330,350;332,455;325,180;13289380,000;1;1
04/06/2021;Google;2369,270;2393,570;2399,030;2362,410;1222910,000;1;1
04/06/2021;Microsoft;247,610;247,860;249,400;246,880;22931920,000;1;1
04/06/2021;SOL;39,581;37,415;39,610;34,311;1056279506,220;0;1
04/06/2021;Tesla;579,710;599,050;600,610;577,200;24036900,000;1;1
04/06/2021;XRP;1,045;0,970;1,045;0,920;4638523696,860;0;1
03/06/2021;ADA;1,755;1,840;1,889;1,718;3443770331,650;0;1
03/06/2021;Apple;124,680;123,540;124,850;123,130;76229170,000;1;1
03/06/2021;BTC;37599,410;39208,766;39478,951;37243,974;35460750427,010;0;1
03/06/2021;ETH;2708,376;2855,127;2891,255;2667,684;30038207401,870;0;1
03/06/2021;Facebook;325,780;326,040;327,375;323,480;12610790,000;1;1
03/06/2021;Google;2345,730;2347,580;2357,015;2329,520;934796,000;1;1
03/06/2021;SOL;34,019;39,471;41,145;33,792;960056106,140;0;1
03/06/2021;Tesla;601,800;572,840;604,550;571,220;30111890,000;1;1
03/06/2021;XRP;1,025;1,045;1,078;1,009;3661357808,710;0;1
02/06/2021;ADA;1,736;1,753;1,804;1,719;3453620093,860;0;1
02/06/2021;Apple;124,280;125,060;125,240;124,050;59278860,000;1;1
02/06/2021;BTC;36699,923;37575,180;38231,339;35966,307;33070867189,760;0;1
02/06/2021;ETH;2634,456;2706,125;2801,392;2555,401;27723267358,580;0;1
02/06/2021;Facebook;330,380;329,150;331,870;327,122;11654280,000;1;1
02/06/2021;Google;2389,150;2370,590;2393,640;2352,355;1058146,000;1;1
02/06/2021;SOL;30,935;33,956;35,038;30,433;497567417,820;0;1
02/06/2021;Tesla;620,130;605,120;623,360;599,140;23302780,000;1;1
02/06/2021;XRP;1,011;1,024;1,050;0,981;3598008181,750;0;1
01/06/2021;ADA;1,738;1,735;1,780;1,661;4123980990,360;0;1
01/06/2021;Apple;125,080;124,280;125,350;123,940;67637120,000;1;1
01/06/2021;BTC;37293,792;36684,925;37896,736;35787,086;34639423297,360;0;1
01/06/2021;ETH;2707,561;2633,518;2739,738;2531,161;27363223089,540;0;1
01/06/2021;Facebook;330,150;329,130;331,420;326,640;11765910,000;1;1
01/06/2021;Google;2374,440;2381,180;2385,710;2354,280;1167901,000;1;1
01/06/2021;Microsoft;212,170;212,250;216,490;211,940;35930650,000;1;1
01/06/2021;SOL;32,771;30,985;33,290;29,880;432053117,170;0;1
01/06/2021;Tesla;627,800;623,900;633,800;620,550;18084890,000;1;1
01/06/2021;XRP;1,042;1,011;1,100;0,979;5606414479,350;0;1
31/05/2021;ADA;1,576;1,743;1,751;1,527;4491096277,460;0;1
31/05/2021;BTC;35658,593;37332,854;37468,249;34241,944;39009847639,280;0;1
31/05/2021;ETH;2387,198;2714,945;2715,855;2279,505;31007383150,370;0;1
31/05/2021;SOL;28,604;32,816;32,984;27,525;534826504,420;0;1
31/05/2021;XRP;0,906;1,047;1,049;0,883;6277821473,870;0;1
30/05/2021;ADA;1,404;1,577;1,689;1,352;4974774760,290;0;1
30/05/2021;BTC;34607,406;35678,129;36400,669;33520,738;31646080921,320;0;1
30/05/2021;ETH;2278,289;2390,305;2472,188;2188,835;25876619427,510;0;1
30/05/2021;SOL;27,408;28,603;29,749;25,650;359661703,650;0;1
30/05/2021;XRP;0,832;0,907;0,930;0,800;4077064725,020;0;1
29/05/2021;ADA;1,514;1,406;1,562;1,336;3902596498,910;0;1
29/05/2021;BTC;35684,157;34616,068;37234,498;33693,929;45231013334,600;0;1
29/05/2021;ETH;2414,067;2279,514;2566,939;2208,491;33773720220,190;0;1
29/05/2021;SOL;29,003;27,376;30,022;25,751;376859866,340;0;1
29/05/2021;XRP;0,899;0,832;0,940;0,795;5156278121,010;0;1
28/05/2021;ADA;1,651;1,512;1,678;1,452;5373114659,840;0;1
28/05/2021;Apple;125,570;124,610;125,800;124,550;71311110,000;1;1
28/05/2021;BTC;38507,083;35697,606;38856,968;34779,039;55200191951,770;0;1
28/05/2021;ETH;2742,469;2419,906;2761,363;2336,361;39999114804,500;0;1
28/05/2021;Facebook;331,000;328,730;332,868;328,330;12037430,000;1;1
28/05/2021;Google;2374,420;2356,850;2376,070;2352,850;1074540,000;1;1
28/05/2021;Microsoft;250,995;249,680;252,080;249,560;18274940,000;1;1
28/05/2021;SOL;33,676;29,039;34,503;28,067;600255581,780;0;1
28/05/2021;Tesla;628,500;625,220;635,590;622,380;22737040,000;1;1
28/05/2021;XRP;0,974;0,900;0,983;0,848;6082828978,610;0;1
27/05/2021;ADA;1,781;1,646;1,790;1,612;4266751904,730;0;1
27/05/2021;Apple;126,440;125,280;127,640;125,080;94625600,000;1;1
27/05/2021;BTC;39316,890;38436,969;40379,618;37247,904;43210968720,580;0;1
27/05/2021;ETH;2888,752;2736,489;2888,752;2642,608;33373635282,740;0;1
27/05/2021;Facebook;328,000;332,750;333,780;326,760;20477730,000;1;1
27/05/2021;Google;2389,050;2362,680;2389,050;2356,260;1761201,000;1;1
27/05/2021;Microsoft;251,170;249,310;251,480;249,250;24426240,000;1;1
27/05/2021;SOL;35,482;33,585;35,527;31,127;649389057,890;0;1
27/05/2021;Tesla;620,240;630,850;631,130;616,210;26370590,000;1;1
27/05/2021;XRP;1,034;0,970;1,043;0,936;5204084864,760;0;1
26/05/2021;ADA;1,554;1,783;1,832;1,554;6638876193,140;0;1
26/05/2021;Apple;126,955;126,850;127,390;126,420;56575920,000;1;1
26/05/2021;BTC;38392,624;39294,197;40782,078;37905,835;51346735160,350;0;1
26/05/2021;ETH;2707,053;2888,699;2911,736;2652,095;42499766019,910;0;1
26/05/2021;Facebook;328,350;327,660;329,830;325,820;9686917,000;1;1
26/05/2021;Google;2366,520;2380,310;2388,990;2366,463;1078598,000;1;1
26/05/2021;Microsoft;251,430;251,490;252,940;250,750;17771600,000;1;1
26/05/2021;SOL;30,048;35,540;37,238;29,009;1069991364,890;0;1
26/05/2021;Tesla;607,560;619,130;626,170;601,500;28639310,000;1;1
26/05/2021;XRP;0,976;1,034;1,067;0,950;6376977398,380;0;1
25/05/2021;ADA;1,550;1,555;1,649;1,440;5723130829,480;0;1
25/05/2021;Apple;127,820;126,900;128,320;126,320;72009480,000;1;1
25/05/2021;BTC;38795,780;38402,224;39776,350;36581,429;56211915803,140;0;1
25/05/2021;ETH;2649,033;2706,629;2750,535;2394,356;49558333255,670;0;1
25/05/2021;Facebook;327,080;327,790;329,180;324,800;16436970,000;1;1
25/05/2021;Google;2372,000;2362,870;2384,000;2355,000;1121982,000;1;1
25/05/2021;Microsoft;251,769;251,720;252,750;250,820;17704300,000;1;1
25/05/2021;SOL;31,396;29,997;33,130;26,100;909470304,610;0;1
25/05/2021;Tesla;607,310;604,690;613,990;595,710;28005930,000;1;1
25/05/2021;XRP;0,994;0,976;1,058;0,884;8637179369,240;0;1
24/05/2021;ADA;1,316;1,549;1,598;1,270;7365907636,310;0;1
24/05/2021;Apple;126,010;127,100;127,940;125,940;63092950,000;1;1
24/05/2021;BTC;34700,364;38705,979;39835,140;34551,081;67359584098,360;0;1
24/05/2021;ETH;2099,936;2643,591;2672,596;2090,640;53697121740,170;0;1
24/05/2021;Facebook;318,210;324,630;325,950;318,030;16445360,000;1;1
24/05/2021;Google;2314,890;2361,040;2365,550;2311,955;1591610,000;1;1
24/05/2021;Microsoft;247,785;250,780;251,160;247,510;21411550,000;1;1
24/05/2021;SOL;24,498;31,284;32,094;24,498;1346786022,770;0;1
24/05/2021;Tesla;581,600;606,440;614,480;573,650;34558090,000;1;1
24/05/2021;XRP;0,793;0,993;0,999;0,759;8239461925,500;0;1
23/05/2021;ADA;1,466;1,325;1,540;1,056;9297651822,650;0;1
23/05/2021;BTC;37531,448;34770,584;38289,218;31227,339;78469274360,730;0;1
23/05/2021;ETH;2298,367;2109,580;2384,412;1737,469;56005721976,730;0;1
23/05/2021;SOL;31,226;24,689;32,436;19,140;1925832341,420;0;1
23/05/2021;XRP;0,907;0,797;0,967;0,652;10816054413,040;0;1
22/05/2021;ADA;1,553;1,464;1,601;1,378;6572397779,900;0;1
22/05/2021;BTC;37371,030;37536,631;38831,054;35383,684;57377273240,440;0;1
22/05/2021;ETH;2436,015;2295,706;2483,983;2168,124;42089937660,130;0;1
22/05/2021;SOL;38,988;31,316;40,010;31,255;1078751750,800;0;1
22/05/2021;XRP;1,010;0,906;1,015;0,826;8750076614,110;0;1
21/05/2021;ADA;1,803;1,552;1,869;1,327;9055414507,350;0;1
21/05/2021;Apple;127,820;125,430;128,000;125,210;79295440,000;1;1
21/05/2021;BTC;40596,948;37304,691;42172,174;33616,454;82051616861,130;0;1
21/05/2021;ETH;2772,341;2430,621;2938,205;2113,347;53774070802,370;0;1
21/05/2021;Facebook;319,290;316,230;319,930;315,810;13600900,000;1;1
21/05/2021;Google;2317,410;2294,130;2318,890;2289,300;2031590,000;1;1
21/05/2021;Microsoft;247,565;245,170;248,330;244,740;21863060,000;1;1
21/05/2021;SOL;44,447;38,813;47,646;33,837;1769762028,270;0;1
21/05/2021;Tesla;596,110;580,880;596,680;580,000;26030600,000;1;1
21/05/2021;XRP;1,181;1,007;1,216;0,870;10998911190,640;0;1
20/05/2021;ADA;1,472;1,810;1,943;1,327;11788522530,520;0;1
20/05/2021;Apple;125,230;127,310;127,720;125,100;76857120,000;1;1
20/05/2021;BTC;36753,670;40782,738;42462,985;35050,616;88281943358,630;0;1
20/05/2021;ETH;2439,639;2784,294;2993,145;2170,229;67610826679,690;0;1
20/05/2021;Facebook;313,580;318,610;319,250;313,160;17320240,000;1;1
20/05/2021;Google;2291,000;2306,950;2312,000;2283,520;1617550,000;1;1
20/05/2021;Microsoft;243,960;246,480;247,950;243,860;21800720,000;1;1
20/05/2021;SOL;35,043;44,743;51,258;32,318;2487748626,090;0;1
20/05/2021;Tesla;575,000;586,780;588,850;571,070;30821120,000;1;1
20/05/2021;XRP;1,062;1,186;1,268;0,912;13626658451,750;0;1
19/05/2021;ADA;2,007;1,483;2,028;1,028;16313794033,450;0;1
19/05/2021;Apple;123,160;124,690;124,915;122,860;92611990,000;1;1
19/05/2021;BTC;42944,975;37002,440;43546,116;30681,497;126358098746,690;0;1
19/05/2021;ETH;3382,657;2460,679;3437,936;1952,460;84482912776,490;0;1
19/05/2021;Facebook;304,185;313,590;314,660;303,570;19106240,000;1;1
19/05/2021;Google;2228,430;2271,500;2274,990;2225,440;1184205,000;1;1
19/05/2021;Microsoft;239,310;243,120;243,230;238,600;25739810,000;1;1
19/05/2021;SOL;56,089;35,107;57,526;29,430;2772224998,890;0;1
19/05/2021;Tesla;552,550;563,460;566,210;546,980;39578400,000;1;1
19/05/2021;XRP;1,593;1,070;1,644;0,875;20523476458,450;0;1
18/05/2021;ADA;2,028;2,004;2,150;1,980;6744829200,120;0;1
18/05/2021;Apple;126,560;124,850;126,990;124,780;63342930,000;1;1
18/05/2021;BTC;43488,058;42909,401;45812,458;42367,831;56187365083,940;0;1
18/05/2021;ETH;3276,872;3380,070;3562,465;3246,404;40416525218,240;0;1
18/05/2021;Facebook;315,590;309,960;316,500;309,810;14522400,000;1;1
